,T1_Spelling,T1_ID,T1_Seed,T2_Spelling,T2_ID,T2_Seed,Predictions
1273,syracuse,3393,6,uc irvine,3414,13,0.7058145
1274,syracuse,3393,6,chattanooga,3151,14,0.7058145
1275,syracuse,3393,6,jackson state,3238,14,0.7058145
1276,syracuse,3393,6,rice,3349,14,0.7058145
1277,syracuse,3393,6,eastern washington,3186,14,0.7058145
1278,syracuse,3393,6,maine,3263,15,0.8100989
1279,syracuse,3393,6,california baptist,3465,15,0.74514097
1280,syracuse,3393,6,kent state,3245,15,0.8100989
1281,syracuse,3393,6,norfolk state,3313,15,0.8100989
1282,syracuse,3393,6,sacred heart,3357,16,0.8100989
1283,syracuse,3393,6,holy cross,3221,16,0.8100989
1284,syracuse,3393,6,presbyterian,3342,16,0.8100989
1285,syracuse,3393,6,drexel,3180,16,0.8100989
1286,syracuse,3393,6,ut martin,3404,16,0.8100989
1287,syracuse,3393,6,a&m-corpus christi,3394,16,0.8100989
1288,louisville,3257,6,duke,3181,7,0.55855155
1289,louisville,3257,6,ole miss,3279,7,0.55855155
1290,louisville,3257,6,creighton,3166,7,0.55855155
1291,louisville,3257,6,iowa state,3235,7,0.55855155
1292,louisville,3257,6,kansas,3242,8,0.5657003
1293,louisville,3257,6,alabama,3104,8,0.5657003
1294,louisville,3257,6,north carolina,3314,8,0.5657003
1295,louisville,3257,6,west virginia,3452,8,0.5657003
1296,louisville,3257,6,michigan,3276,9,0.5657003
1297,louisville,3257,6,florida state,3199,9,0.5657003
1298,louisville,3257,6,michigan state,3277,9,0.5657003
1299,louisville,3257,6,princeton,3343,9,0.5657003
1300,louisville,3257,6,richmond,3350,10,0.5657003
1301,louisville,3257,6,marquette,3266,10,0.5657003
1302,louisville,3257,6,unlv,3424,10,0.5657003
1303,louisville,3257,6,maryland,3268,10,0.5657003
1304,louisville,3257,6,middle tennessee,3292,11,0.5657003
1305,louisville,3257,6,texas a&m,3401,11,0.5657003
1306,louisville,3257,6,green bay,3453,11,0.5657003
1307,louisville,3257,6,auburn,3120,11,0.5657003
1308,louisville,3257,6,arizona,3112,11,0.5657003
1309,louisville,3257,6,florida gulf coast,3195,12,0.7058145
1310,louisville,3257,6,south dakota state,3355,12,0.7058145
1311,louisville,3257,6,columbia,3162,12,0.6218367
1312,louisville,3257,6,vanderbilt,3435,12,0.7058145
1313,louisville,3257,6,drake,3179,12,0.6218367
1314,louisville,3257,6,portland,3339,13,0.7058145
1315,louisville,3257,6,fairfield,3193,13,0.6218367
1316,louisville,3257,6,marshall,3267,13,0.7058145
1317,louisville,3257,6,uc irvine,3414,13,0.7058145
1318,louisville,3257,6,chattanooga,3151,14,0.7058145
1319,louisville,3257,6,jackson state,3238,14,0.7058145
1320,louisville,3257,6,rice,3349,14,0.7058145
1321,louisville,3257,6,eastern washington,3186,14,0.7058145
1322,louisville,3257,6,maine,3263,15,0.8100989
1323,louisville,3257,6,california baptist,3465,15,0.74514097
1324,louisville,3257,6,kent state,3245,15,0.8100989
1325,louisville,3257,6,norfolk state,3313,15,0.8100989
1326,louisville,3257,6,sacred heart,3357,16,0.8100989
1327,louisville,3257,6,holy cross,3221,16,0.8100989
1328,louisville,3257,6,presbyterian,3342,16,0.8100989
1329,louisville,3257,6,drexel,3180,16,0.8100989
1330,louisville,3257,6,ut martin,3404,16,0.8100989
1331,louisville,3257,6,a&m-corpus christi,3394,16,0.8100989
1332,duke,3181,7,ole miss,3279,7,0.50368595
1333,duke,3181,7,creighton,3166,7,0.49708107
1334,duke,3181,7,iowa state,3235,7,0.4755456
1335,duke,3181,7,kansas,3242,8,0.55855155
1336,duke,3181,7,alabama,3104,8,0.55855155
1337,duke,3181,7,north carolina,3314,8,0.55855155
1338,duke,3181,7,west virginia,3452,8,0.55855155
1339,duke,3181,7,michigan,3276,9,0.5657003
1340,duke,3181,7,florida state,3199,9,0.5657003
1341,duke,3181,7,michigan state,3277,9,0.5657003
1342,duke,3181,7,princeton,3343,9,0.5657003
1343,duke,3181,7,richmond,3350,10,0.5657003
1344,duke,3181,7,marquette,3266,10,0.5657003
1345,duke,3181,7,unlv,3424,10,0.5657003
1346,duke,3181,7,maryland,3268,10,0.5657003
1347,duke,3181,7,middle tennessee,3292,11,0.5657003
1348,duke,3181,7,texas a&m,3401,11,0.5657003
1349,duke,3181,7,green bay,3453,11,0.5657003
1350,duke,3181,7,auburn,3120,11,0.5657003
1351,duke,3181,7,arizona,3112,11,0.5657003
1352,duke,3181,7,florida gulf coast,3195,12,0.5657003
1353,duke,3181,7,south dakota state,3355,12,0.5657003
1354,duke,3181,7,columbia,3162,12,0.5657003
1355,duke,3181,7,vanderbilt,3435,12,0.5657003
1356,duke,3181,7,drake,3179,12,0.5657003
1357,duke,3181,7,portland,3339,13,0.7058145
1358,duke,3181,7,fairfield,3193,13,0.6218367
1359,duke,3181,7,marshall,3267,13,0.7058145
1360,duke,3181,7,uc irvine,3414,13,0.7058145
1361,duke,3181,7,chattanooga,3151,14,0.7058145
1362,duke,3181,7,jackson state,3238,14,0.7058145
1363,duke,3181,7,rice,3349,14,0.7058145
1364,duke,3181,7,eastern washington,3186,14,0.7058145
1365,duke,3181,7,maine,3263,15,0.7058145
1366,duke,3181,7,california baptist,3465,15,0.6218367
1367,duke,3181,7,kent state,3245,15,0.7058145
1368,duke,3181,7,norfolk state,3313,15,0.7058145
1369,duke,3181,7,sacred heart,3357,16,0.8100989
1370,duke,3181,7,holy cross,3221,16,0.8100989
1371,duke,3181,7,presbyterian,3342,16,0.8100989
1372,duke,3181,7,drexel,3180,16,0.8100989
1373,duke,3181,7,ut martin,3404,16,0.8100989
1374,duke,3181,7,a&m-corpus christi,3394,16,0.8100989
1375,ole miss,3279,7,creighton,3166,7,0.49379608
1376,ole miss,3279,7,iowa state,3235,7,0.4722693
1377,ole miss,3279,7,kansas,3242,8,0.5553089
1378,ole miss,3279,7,alabama,3104,8,0.5553089
1379,ole miss,3279,7,north carolina,3314,8,0.5553089
1380,ole miss,3279,7,west virginia,3452,8,0.5553089
1381,ole miss,3279,7,michigan,3276,9,0.56246895
1382,ole miss,3279,7,florida state,3199,9,0.56246895
1383,ole miss,3279,7,michigan state,3277,9,0.56246895
1384,ole miss,3279,7,princeton,3343,9,0.56246895
1385,ole miss,3279,7,richmond,3350,10,0.56246895
1386,ole miss,3279,7,marquette,3266,10,0.56246895
1387,ole miss,3279,7,unlv,3424,10,0.56246895
1388,ole miss,3279,7,maryland,3268,10,0.56246895
1389,ole miss,3279,7,middle tennessee,3292,11,0.56246895
1390,ole miss,3279,7,texas a&m,3401,11,0.56246895
1391,ole miss,3279,7,green bay,3453,11,0.56246895
1392,ole miss,3279,7,auburn,3120,11,0.56246895
1393,ole miss,3279,7,arizona,3112,11,0.56246895
1394,ole miss,3279,7,florida gulf coast,3195,12,0.56246895
1395,ole miss,3279,7,south dakota state,3355,12,0.56246895
1396,ole miss,3279,7,columbia,3162,12,0.56246895
1397,ole miss,3279,7,vanderbilt,3435,12,0.56246895
1398,ole miss,3279,7,drake,3179,12,0.56246895
1399,ole miss,3279,7,portland,3339,13,0.7058145
1400,ole miss,3279,7,fairfield,3193,13,0.6218367
1401,ole miss,3279,7,marshall,3267,13,0.7058145
1402,ole miss,3279,7,uc irvine,3414,13,0.7058145
1403,ole miss,3279,7,chattanooga,3151,14,0.7058145
1404,ole miss,3279,7,jackson state,3238,14,0.7058145
1405,ole miss,3279,7,rice,3349,14,0.7058145
1406,ole miss,3279,7,eastern washington,3186,14,0.7058145
1407,ole miss,3279,7,maine,3263,15,0.7058145
1408,ole miss,3279,7,california baptist,3465,15,0.6218367
1409,ole miss,3279,7,kent state,3245,15,0.7058145
1410,ole miss,3279,7,norfolk state,3313,15,0.7058145
1411,ole miss,3279,7,sacred heart,3357,16,0.8057574
1412,ole miss,3279,7,holy cross,3221,16,0.8057574
1413,ole miss,3279,7,presbyterian,3342,16,0.8057574
1414,ole miss,3279,7,drexel,3180,16,0.8057574
1415,ole miss,3279,7,ut martin,3404,16,0.8057574
1416,ole miss,3279,7,a&m-corpus christi,3394,16,0.8057574
1417,creighton,3166,7,iowa state,3235,7,0.47885305
1418,creighton,3166,7,kansas,3242,8,0.5618179
1419,creighton,3166,7,alabama,3104,8,0.5618179
1420,creighton,3166,7,north carolina,3314,8,0.5618179
1421,creighton,3166,7,west virginia,3452,8,0.5618179
1422,creighton,3166,7,michigan,3276,9,0.56895447
1423,creighton,3166,7,florida state,3199,9,0.56895447
1424,creighton,3166,7,michigan state,3277,9,0.56895447
1425,creighton,3166,7,princeton,3343,9,0.56895447
1426,creighton,3166,7,richmond,3350,10,0.56895447
1427,creighton,3166,7,marquette,3266,10,0.56895447
1428,creighton,3166,7,unlv,3424,10,0.56895447
1429,creighton,3166,7,maryland,3268,10,0.56895447
1430,creighton,3166,7,middle tennessee,3292,11,0.56895447
1431,creighton,3166,7,texas a&m,3401,11,0.56895447
1432,creighton,3166,7,green bay,3453,11,0.56895447
1433,creighton,3166,7,auburn,3120,11,0.56895447
1434,creighton,3166,7,arizona,3112,11,0.56895447
1435,creighton,3166,7,florida gulf coast,3195,12,0.56895447
1436,creighton,3166,7,south dakota state,3355,12,0.56895447
1437,creighton,3166,7,columbia,3162,12,0.56895447
1438,creighton,3166,7,vanderbilt,3435,12,0.56895447
1439,creighton,3166,7,drake,3179,12,0.56895447
1440,creighton,3166,7,portland,3339,13,0.7085597
1441,creighton,3166,7,fairfield,3193,13,0.6249492
1442,creighton,3166,7,marshall,3267,13,0.7085597
1443,creighton,3166,7,uc irvine,3414,13,0.7085597
1444,creighton,3166,7,chattanooga,3151,14,0.7085597
1445,creighton,3166,7,jackson state,3238,14,0.7085597
1446,creighton,3166,7,rice,3349,14,0.7085597
1447,creighton,3166,7,eastern washington,3186,14,0.7085597
1448,creighton,3166,7,maine,3263,15,0.7085597
1449,creighton,3166,7,california baptist,3465,15,0.6249492
1450,creighton,3166,7,kent state,3245,15,0.7085597
1451,creighton,3166,7,norfolk state,3313,15,0.7085597
1452,creighton,3166,7,sacred heart,3357,16,0.8100989
1453,creighton,3166,7,holy cross,3221,16,0.8100989
1454,creighton,3166,7,presbyterian,3342,16,0.8100989
1455,creighton,3166,7,drexel,3180,16,0.8100989
1456,creighton,3166,7,ut martin,3404,16,0.8100989
1457,creighton,3166,7,a&m-corpus christi,3394,16,0.8100989
1458,iowa state,3235,7,kansas,3242,8,0.5846547
1459,iowa state,3235,7,alabama,3104,8,0.5846547
1460,iowa state,3235,7,north carolina,3314,8,0.5846547
1461,iowa state,3235,7,west virginia,3452,8,0.5846547
1462,iowa state,3235,7,michigan,3276,9,0.59168965
1463,iowa state,3235,7,florida state,3199,9,0.59168965
1464,iowa state,3235,7,michigan state,3277,9,0.59168965
1465,iowa state,3235,7,princeton,3343,9,0.59168965
1466,iowa state,3235,7,richmond,3350,10,0.59168965
1467,iowa state,3235,7,marquette,3266,10,0.59168965
1468,iowa state,3235,7,unlv,3424,10,0.59168965
1469,iowa state,3235,7,maryland,3268,10,0.59168965
1470,iowa state,3235,7,middle tennessee,3292,11,0.59168965
1471,iowa state,3235,7,texas a&m,3401,11,0.59168965
1472,iowa state,3235,7,green bay,3453,11,0.59168965
1473,iowa state,3235,7,auburn,3120,11,0.59168965
1474,iowa state,3235,7,arizona,3112,11,0.59168965
1475,iowa state,3235,7,florida gulf coast,3195,12,0.59168965
1476,iowa state,3235,7,south dakota state,3355,12,0.59168965
1477,iowa state,3235,7,columbia,3162,12,0.59168965
1478,iowa state,3235,7,vanderbilt,3435,12,0.59168965
1479,iowa state,3235,7,drake,3179,12,0.59168965
1480,iowa state,3235,7,portland,3339,13,0.7085597
1481,iowa state,3235,7,fairfield,3193,13,0.6249492
1482,iowa state,3235,7,marshall,3267,13,0.7085597
1483,iowa state,3235,7,uc irvine,3414,13,0.7085597
1484,iowa state,3235,7,chattanooga,3151,14,0.7085597
1485,iowa state,3235,7,jackson state,3238,14,0.7085597
1486,iowa state,3235,7,rice,3349,14,0.7085597
1487,iowa state,3235,7,eastern washington,3186,14,0.7085597
1488,iowa state,3235,7,maine,3263,15,0.7085597
1489,iowa state,3235,7,california baptist,3465,15,0.6249492
1490,iowa state,3235,7,kent state,3245,15,0.7085597
1491,iowa state,3235,7,norfolk state,3313,15,0.7085597
1492,iowa state,3235,7,sacred heart,3357,16,0.8100989
1493,iowa state,3235,7,holy cross,3221,16,0.8100989
1494,iowa state,3235,7,presbyterian,3342,16,0.8100989
1495,iowa state,3235,7,drexel,3180,16,0.8100989
1496,iowa state,3235,7,ut martin,3404,16,0.8100989
1497,iowa state,3235,7,a&m-corpus christi,3394,16,0.8100989
1498,kansas,3242,8,alabama,3104,8,0.49713662
1499,kansas,3242,8,north carolina,3314,8,0.5004007
1500,kansas,3242,8,west virginia,3452,8,0.49713662
1501,kansas,3242,8,michigan,3276,9,0.5553089
1502,kansas,3242,8,florida state,3199,9,0.5553089
1503,kansas,3242,8,michigan state,3277,9,0.5553089
1504,kansas,3242,8,princeton,3343,9,0.5553089
1505,kansas,3242,8,richmond,3350,10,0.56246895
1506,kansas,3242,8,marquette,3266,10,0.56246895
1507,kansas,3242,8,unlv,3424,10,0.56246895
1508,kansas,3242,8,maryland,3268,10,0.56246895
1509,kansas,3242,8,middle tennessee,3292,11,0.56246895
1510,kansas,3242,8,texas a&m,3401,11,0.56246895
1511,kansas,3242,8,green bay,3453,11,0.56246895
1512,kansas,3242,8,auburn,3120,11,0.56246895
1513,kansas,3242,8,arizona,3112,11,0.56246895
1514,kansas,3242,8,florida gulf coast,3195,12,0.56246895
1515,kansas,3242,8,south dakota state,3355,12,0.56246895
1516,kansas,3242,8,columbia,3162,12,0.56246895
1517,kansas,3242,8,vanderbilt,3435,12,0.56246895
1518,kansas,3242,8,drake,3179,12,0.56246895
1519,kansas,3242,8,portland,3339,13,0.56246895
1520,kansas,3242,8,fairfield,3193,13,0.56246895
1521,kansas,3242,8,marshall,3267,13,0.56246895
1522,kansas,3242,8,uc irvine,3414,13,0.56246895
1523,kansas,3242,8,chattanooga,3151,14,0.7058145
1524,kansas,3242,8,jackson state,3238,14,0.7058145
1525,kansas,3242,8,rice,3349,14,0.7058145
1526,kansas,3242,8,eastern washington,3186,14,0.7058145
1527,kansas,3242,8,maine,3263,15,0.7058145
1528,kansas,3242,8,california baptist,3465,15,0.6218367
1529,kansas,3242,8,kent state,3245,15,0.7058145
1530,kansas,3242,8,norfolk state,3313,15,0.7058145
1531,kansas,3242,8,sacred heart,3357,16,0.7058145
1532,kansas,3242,8,holy cross,3221,16,0.7058145
1533,kansas,3242,8,presbyterian,3342,16,0.7058145
1534,kansas,3242,8,drexel,3180,16,0.7058145
1535,kansas,3242,8,ut martin,3404,16,0.7058145
1536,kansas,3242,8,a&m-corpus christi,3394,16,0.7058145
1537,alabama,3104,8,north carolina,3314,8,0.50368595
1538,alabama,3104,8,west virginia,3452,8,0.5004218
1539,alabama,3104,8,michigan,3276,9,0.55855155
1540,alabama,3104,8,florida state,3199,9,0.55855155
1541,alabama,3104,8,michigan state,3277,9,0.55855155
1542,alabama,3104,8,princeton,3343,9,0.55855155
1543,alabama,3104,8,richmond,3350,10,0.5657003
1544,alabama,3104,8,marquette,3266,10,0.5657003
1545,alabama,3104,8,unlv,3424,10,0.5657003
1546,alabama,3104,8,maryland,3268,10,0.5657003
1547,alabama,3104,8,middle tennessee,3292,11,0.5657003
1548,alabama,3104,8,texas a&m,3401,11,0.5657003
1549,alabama,3104,8,green bay,3453,11,0.5657003
1550,alabama,3104,8,auburn,3120,11,0.5657003
1551,alabama,3104,8,arizona,3112,11,0.5657003
1552,alabama,3104,8,florida gulf coast,3195,12,0.5657003
1553,alabama,3104,8,south dakota state,3355,12,0.5657003
1554,alabama,3104,8,columbia,3162,12,0.5657003
1555,alabama,3104,8,vanderbilt,3435,12,0.5657003
1556,alabama,3104,8,drake,3179,12,0.5657003
1557,alabama,3104,8,portland,3339,13,0.5657003
1558,alabama,3104,8,fairfield,3193,13,0.5657003
1559,alabama,3104,8,marshall,3267,13,0.5657003
1560,alabama,3104,8,uc irvine,3414,13,0.5657003
1561,alabama,3104,8,chattanooga,3151,14,0.7058145
1562,alabama,3104,8,jackson state,3238,14,0.7058145
1563,alabama,3104,8,rice,3349,14,0.7058145
1564,alabama,3104,8,eastern washington,3186,14,0.7058145
1565,alabama,3104,8,maine,3263,15,0.7058145
1566,alabama,3104,8,california baptist,3465,15,0.6218367
1567,alabama,3104,8,kent state,3245,15,0.7058145
1568,alabama,3104,8,norfolk state,3313,15,0.7058145
1569,alabama,3104,8,sacred heart,3357,16,0.7058145
1570,alabama,3104,8,holy cross,3221,16,0.7058145
1571,alabama,3104,8,presbyterian,3342,16,0.7058145
1572,alabama,3104,8,drexel,3180,16,0.7058145
1573,alabama,3104,8,ut martin,3404,16,0.7058145
1574,alabama,3104,8,a&m-corpus christi,3394,16,0.7058145
1575,north carolina,3314,8,west virginia,3452,8,0.49713662
1576,north carolina,3314,8,michigan,3276,9,0.5553089
1577,north carolina,3314,8,florida state,3199,9,0.5553089
1578,north carolina,3314,8,michigan state,3277,9,0.5553089
1579,north carolina,3314,8,princeton,3343,9,0.5553089
1580,north carolina,3314,8,richmond,3350,10,0.56246895
1581,north carolina,3314,8,marquette,3266,10,0.56246895
1582,north carolina,3314,8,unlv,3424,10,0.56246895
1583,north carolina,3314,8,maryland,3268,10,0.56246895
1584,north carolina,3314,8,middle tennessee,3292,11,0.56246895
1585,north carolina,3314,8,texas a&m,3401,11,0.56246895
1586,north carolina,3314,8,green bay,3453,11,0.56246895
1587,north carolina,3314,8,auburn,3120,11,0.56246895
1588,north carolina,3314,8,arizona,3112,11,0.56246895
1589,north carolina,3314,8,florida gulf coast,3195,12,0.56246895
1590,north carolina,3314,8,south dakota state,3355,12,0.56246895
1591,north carolina,3314,8,columbia,3162,12,0.56246895
1592,north carolina,3314,8,vanderbilt,3435,12,0.56246895
1593,north carolina,3314,8,drake,3179,12,0.56246895
1594,north carolina,3314,8,portland,3339,13,0.56246895
1595,north carolina,3314,8,fairfield,3193,13,0.56246895
1596,north carolina,3314,8,marshall,3267,13,0.56246895
1597,north carolina,3314,8,uc irvine,3414,13,0.56246895
1598,north carolina,3314,8,chattanooga,3151,14,0.7058145
1599,north carolina,3314,8,jackson state,3238,14,0.7058145
1600,north carolina,3314,8,rice,3349,14,0.7058145
1601,north carolina,3314,8,eastern washington,3186,14,0.7058145
1602,north carolina,3314,8,maine,3263,15,0.7058145
1603,north carolina,3314,8,california baptist,3465,15,0.6218367
1604,north carolina,3314,8,kent state,3245,15,0.7058145
1605,north carolina,3314,8,norfolk state,3313,15,0.7058145
1606,north carolina,3314,8,sacred heart,3357,16,0.7058145
1607,north carolina,3314,8,holy cross,3221,16,0.7058145
1608,north carolina,3314,8,presbyterian,3342,16,0.7058145
1609,north carolina,3314,8,drexel,3180,16,0.7058145
1610,north carolina,3314,8,ut martin,3404,16,0.7058145
1611,north carolina,3314,8,a&m-corpus christi,3394,16,0.7058145
1612,west virginia,3452,8,michigan,3276,9,0.55855155
1613,west virginia,3452,8,florida state,3199,9,0.55855155
1614,west virginia,3452,8,michigan state,3277,9,0.55855155
1615,west virginia,3452,8,princeton,3343,9,0.55855155
1616,west virginia,3452,8,richmond,3350,10,0.5657003
1617,west virginia,3452,8,marquette,3266,10,0.5657003
1618,west virginia,3452,8,unlv,3424,10,0.5657003
1619,west virginia,3452,8,maryland,3268,10,0.5657003
1620,west virginia,3452,8,middle tennessee,3292,11,0.5657003
1621,west virginia,3452,8,texas a&m,3401,11,0.5657003
1622,west virginia,3452,8,green bay,3453,11,0.5657003
1623,west virginia,3452,8,auburn,3120,11,0.5657003
1624,west virginia,3452,8,arizona,3112,11,0.5657003
1625,west virginia,3452,8,florida gulf coast,3195,12,0.5657003
1626,west virginia,3452,8,south dakota state,3355,12,0.5657003
1627,west virginia,3452,8,columbia,3162,12,0.5657003
1628,west virginia,3452,8,vanderbilt,3435,12,0.5657003
1629,west virginia,3452,8,drake,3179,12,0.5657003
1630,west virginia,3452,8,portland,3339,13,0.5657003
1631,west virginia,3452,8,fairfield,3193,13,0.5657003
1632,west virginia,3452,8,marshall,3267,13,0.5657003
1633,west virginia,3452,8,uc irvine,3414,13,0.5657003
1634,west virginia,3452,8,chattanooga,3151,14,0.7058145
1635,west virginia,3452,8,jackson state,3238,14,0.7058145
1636,west virginia,3452,8,rice,3349,14,0.7058145
1637,west virginia,3452,8,eastern washington,3186,14,0.7058145
1638,west virginia,3452,8,maine,3263,15,0.7058145
1639,west virginia,3452,8,california baptist,3465,15,0.6218367
1640,west virginia,3452,8,kent state,3245,15,0.7058145
1641,west virginia,3452,8,norfolk state,3313,15,0.7058145
1642,west virginia,3452,8,sacred heart,3357,16,0.7058145
1643,west virginia,3452,8,holy cross,3221,16,0.7058145
1644,west virginia,3452,8,presbyterian,3342,16,0.7058145
1645,west virginia,3452,8,drexel,3180,16,0.7058145
1646,west virginia,3452,8,ut martin,3404,16,0.7058145
1647,west virginia,3452,8,a&m-corpus christi,3394,16,0.7058145
1648,michigan,3276,9,florida state,3199,9,0.5004007
1649,michigan,3276,9,michigan state,3277,9,0.46901634
1650,michigan,3276,9,princeton,3343,9,0.49713662
1651,michigan,3276,9,richmond,3350,10,0.5553089
1652,michigan,3276,9,marquette,3266,10,0.5553089
1653,michigan,3276,9,unlv,3424,10,0.5553089
1654,michigan,3276,9,maryland,3268,10,0.5553089
1655,michigan,3276,9,middle tennessee,3292,11,0.56246895
1656,michigan,3276,9,texas a&m,3401,11,0.56246895
1657,michigan,3276,9,green bay,3453,11,0.56246895
1658,michigan,3276,9,auburn,3120,11,0.56246895
1659,michigan,3276,9,arizona,3112,11,0.56246895
1660,michigan,3276,9,florida gulf coast,3195,12,0.56246895
1661,michigan,3276,9,south dakota state,3355,12,0.56246895
1662,michigan,3276,9,columbia,3162,12,0.56246895
1663,michigan,3276,9,vanderbilt,3435,12,0.56246895
1664,michigan,3276,9,drake,3179,12,0.56246895
1665,michigan,3276,9,portland,3339,13,0.56246895
1666,michigan,3276,9,fairfield,3193,13,0.56246895
1667,michigan,3276,9,marshall,3267,13,0.56246895
1668,michigan,3276,9,uc irvine,3414,13,0.56246895
1669,michigan,3276,9,chattanooga,3151,14,0.56246895
1670,michigan,3276,9,jackson state,3238,14,0.56246895
1671,michigan,3276,9,rice,3349,14,0.56246895
1672,michigan,3276,9,eastern washington,3186,14,0.56246895
1673,michigan,3276,9,maine,3263,15,0.7058145
1674,michigan,3276,9,california baptist,3465,15,0.6218367
1675,michigan,3276,9,kent state,3245,15,0.7058145
1676,michigan,3276,9,norfolk state,3313,15,0.7058145
1677,michigan,3276,9,sacred heart,3357,16,0.7058145
1678,michigan,3276,9,holy cross,3221,16,0.7058145
1679,michigan,3276,9,presbyterian,3342,16,0.7058145
1680,michigan,3276,9,drexel,3180,16,0.7058145
1681,michigan,3276,9,ut martin,3404,16,0.7058145
1682,michigan,3276,9,a&m-corpus christi,3394,16,0.7058145
1683,florida state,3199,9,michigan state,3277,9,0.46901634
1684,florida state,3199,9,princeton,3343,9,0.49713662
1685,florida state,3199,9,richmond,3350,10,0.5553089
1686,florida state,3199,9,marquette,3266,10,0.5553089
1687,florida state,3199,9,unlv,3424,10,0.5553089
1688,florida state,3199,9,maryland,3268,10,0.5553089
1689,florida state,3199,9,middle tennessee,3292,11,0.56246895
1690,florida state,3199,9,texas a&m,3401,11,0.56246895
1691,florida state,3199,9,green bay,3453,11,0.56246895
1692,florida state,3199,9,auburn,3120,11,0.56246895
1693,florida state,3199,9,arizona,3112,11,0.56246895
1694,florida state,3199,9,florida gulf coast,3195,12,0.56246895
1695,florida state,3199,9,south dakota state,3355,12,0.56246895
1696,florida state,3199,9,columbia,3162,12,0.56246895
1697,florida state,3199,9,vanderbilt,3435,12,0.56246895
1698,florida state,3199,9,drake,3179,12,0.56246895
1699,florida state,3199,9,portland,3339,13,0.56246895
1700,florida state,3199,9,fairfield,3193,13,0.56246895
1701,florida state,3199,9,marshall,3267,13,0.56246895
1702,florida state,3199,9,uc irvine,3414,13,0.56246895
1703,florida state,3199,9,chattanooga,3151,14,0.56246895
1704,florida state,3199,9,jackson state,3238,14,0.56246895
1705,florida state,3199,9,rice,3349,14,0.56246895
1706,florida state,3199,9,eastern washington,3186,14,0.56246895
1707,florida state,3199,9,maine,3263,15,0.7058145
1708,florida state,3199,9,california baptist,3465,15,0.6218367
1709,florida state,3199,9,kent state,3245,15,0.7058145
1710,florida state,3199,9,norfolk state,3313,15,0.7058145
1711,florida state,3199,9,sacred heart,3357,16,0.7058145
1712,florida state,3199,9,holy cross,3221,16,0.7058145
1713,florida state,3199,9,presbyterian,3342,16,0.7058145
1714,florida state,3199,9,drexel,3180,16,0.7058145
1715,florida state,3199,9,ut martin,3404,16,0.7058145
1716,florida state,3199,9,a&m-corpus christi,3394,16,0.7058145
1717,michigan state,3277,9,princeton,3343,9,0.5303262
1718,michigan state,3277,9,richmond,3350,10,0.58784217
1719,michigan state,3277,9,marquette,3266,10,0.58784217
1720,michigan state,3277,9,unlv,3424,10,0.58784217
1721,michigan state,3277,9,maryland,3268,10,0.58784217
1722,michigan state,3277,9,middle tennessee,3292,11,0.59486055
1723,michigan state,3277,9,texas a&m,3401,11,0.59486055
1724,michigan state,3277,9,green bay,3453,11,0.59486055
1725,michigan state,3277,9,auburn,3120,11,0.59486055
1726,michigan state,3277,9,arizona,3112,11,0.59486055
1727,michigan state,3277,9,florida gulf coast,3195,12,0.59486055
1728,michigan state,3277,9,south dakota state,3355,12,0.59486055
1729,michigan state,3277,9,columbia,3162,12,0.59486055
1730,michigan state,3277,9,vanderbilt,3435,12,0.59486055
1731,michigan state,3277,9,drake,3179,12,0.59486055
1732,michigan state,3277,9,portland,3339,13,0.59486055
1733,michigan state,3277,9,fairfield,3193,13,0.59486055
1734,michigan state,3277,9,marshall,3267,13,0.59486055
1735,michigan state,3277,9,uc irvine,3414,13,0.59486055
1736,michigan state,3277,9,chattanooga,3151,14,0.59486055
1737,michigan state,3277,9,jackson state,3238,14,0.59486055
1738,michigan state,3277,9,rice,3349,14,0.59486055
1739,michigan state,3277,9,eastern washington,3186,14,0.59486055
1740,michigan state,3277,9,maine,3263,15,0.7085597
1741,michigan state,3277,9,california baptist,3465,15,0.6249492
1742,michigan state,3277,9,kent state,3245,15,0.7085597
1743,michigan state,3277,9,norfolk state,3313,15,0.7085597
1744,michigan state,3277,9,sacred heart,3357,16,0.7085597
1745,michigan state,3277,9,holy cross,3221,16,0.7085597
1746,michigan state,3277,9,presbyterian,3342,16,0.7085597
1747,michigan state,3277,9,drexel,3180,16,0.7085597
1748,michigan state,3277,9,ut martin,3404,16,0.7085597
1749,michigan state,3277,9,a&m-corpus christi,3394,16,0.7085597
1750,princeton,3343,9,richmond,3350,10,0.55855155
1751,princeton,3343,9,marquette,3266,10,0.55855155
1752,princeton,3343,9,unlv,3424,10,0.55855155
1753,princeton,3343,9,maryland,3268,10,0.55855155
1754,princeton,3343,9,middle tennessee,3292,11,0.5657003
1755,princeton,3343,9,texas a&m,3401,11,0.5657003
1756,princeton,3343,9,green bay,3453,11,0.5657003
1757,princeton,3343,9,auburn,3120,11,0.5657003
1758,princeton,3343,9,arizona,3112,11,0.5657003
1759,princeton,3343,9,florida gulf coast,3195,12,0.5657003
1760,princeton,3343,9,south dakota state,3355,12,0.5657003
1761,princeton,3343,9,columbia,3162,12,0.5657003
1762,princeton,3343,9,vanderbilt,3435,12,0.5657003
1763,princeton,3343,9,drake,3179,12,0.5657003
1764,princeton,3343,9,portland,3339,13,0.5657003
1765,princeton,3343,9,fairfield,3193,13,0.5657003
